home,away,kickoff,region,bookmaker,outcome,odds
West Ham United,Tottenham Hotspur,2025-09-13T16:30:00Z,eu,William Hill,Draw,3.4
West Ham United,Tottenham Hotspur,2025-09-13T16:30:00Z,eu,Tipico,Tottenham Hotspur,2.05
West Ham United,Tottenham Hotspur,2025-09-13T16:30:00Z,eu,Tipico,West Ham United,3.4
West Ham United,Tottenham Hotspur,2025-09-13T16:30:00Z,eu,Tipico,Draw,3.6
West Ham United,Tottenham Hotspur,2025-09-13T16:30:00Z,eu,Betsson,Tottenham Hotspur,2.1
West Ham United,Tottenham Hotspur,2025-09-13T16:30:00Z,eu,Betsson,West Ham United,3.4
West Ham United,Tottenham Hotspur,2025-09-13T16:30:00Z,eu,Betsson,Draw,3.65
West Ham United,Tottenham Hotspur,2025-09-13T16:30:00Z,eu,Nordic Bet,Tottenham Hotspur,2.1
West Ham United,Tottenham Hotspur,2025-09-13T16:30:00Z,eu,Nordic Bet,West Ham United,3.4
West Ham United,Tottenham Hotspur,2025-09-13T16:30:00Z,eu,Nordic Bet,Draw,3.65
West Ham United,Tottenham Hotspur,2025-09-13T16:30:00Z,eu,Pinnacle,Tottenham Hotspur,2.13
West Ham United,Tottenham Hotspur,2025-09-13T16:30:00Z,eu,Pinnacle,West Ham United,3.43
West Ham United,Tottenham Hotspur,2025-09-13T16:30:00Z,eu,Pinnacle,Draw,3.67
West Ham United,Tottenham Hotspur,2025-09-13T16:30:00Z,eu,MyBookie.ag,Tottenham Hotspur,2.1
West Ham United,Tottenham Hotspur,2025-09-13T16:30:00Z,eu,MyBookie.ag,West Ham United,3.26
West Ham United,Tottenham Hotspur,2025-09-13T16:30:00Z,eu,MyBookie.ag,Draw,3.5
West Ham United,Tottenham Hotspur,2025-09-13T16:30:00Z,eu,Betfair,Tottenham Hotspur,2.18
West Ham United,Tottenham Hotspur,2025-09-13T16:30:00Z,eu,Betfair,West Ham United,3.5
West Ham United,Tottenham Hotspur,2025-09-13T16:30:00Z,eu,Betfair,Draw,3.75
West Ham United,Tottenham Hotspur,2025-09-13T16:30:00Z,eu,Betfair,Tottenham Hotspur,2.22
West Ham United,Tottenham Hotspur,2025-09-13T16:30:00Z,eu,Betfair,West Ham United,3.6
West Ham United,Tottenham Hotspur,2025-09-13T16:30:00Z,eu,Betfair,Draw,3.8
West Ham United,Tottenham Hotspur,2025-09-13T16:30:00Z,eu,Unibet (NL),Tottenham Hotspur,2.14
West Ham United,Tottenham Hotspur,2025-09-13T16:30:00Z,eu,Unibet (NL),West Ham United,3.55
West Ham United,Tottenham Hotspur,2025-09-13T16:30:00Z,eu,Unibet (NL),Draw,3.65
West Ham United,Tottenham Hotspur,2025-09-13T16:30:00Z,eu,Unibet (IT),Tottenham Hotspur,2.08
West Ham United,Tottenham Hotspur,2025-09-13T16:30:00Z,eu,Unibet (IT),West Ham United,3.4
West Ham United,Tottenham Hotspur,2025-09-13T16:30:00Z,eu,Unibet (IT),Draw,3.55
West Ham United,Tottenham Hotspur,2025-09-13T16:30:00Z,eu,Unibet (FR),Tottenham Hotspur,2.07
West Ham United,Tottenham Hotspur,2025-09-13T16:30:00Z,eu,Unibet (FR),West Ham United,3.3
West Ham United,Tottenham Hotspur,2025-09-13T16:30:00Z,eu,Unibet (FR),Draw,3.52
West Ham United,Tottenham Hotspur,2025-09-13T16:30:00Z,eu,Coolbet,Tottenham Hotspur,2.14
West Ham United,Tottenham Hotspur,2025-09-13T16:30:00Z,eu,Coolbet,West Ham United,3.55
West Ham United,Tottenham Hotspur,2025-09-13T16:30:00Z,eu,Coolbet,Draw,3.68
West Ham United,Tottenham Hotspur,2025-09-13T16:30:00Z,eu,BetOnline.ag,Tottenham Hotspur,2.13
West Ham United,Tottenham Hotspur,2025-09-13T16:30:00Z,eu,BetOnline.ag,West Ham United,3.42
West Ham United,Tottenham Hotspur,2025-09-13T16:30:00Z,eu,BetOnline.ag,Draw,3.65
West Ham United,Tottenham Hotspur,2025-09-13T16:30:00Z,eu,Everygame,Tottenham Hotspur,2.05
West Ham United,Tottenham Hotspur,2025-09-13T16:30:00Z,eu,Everygame,West Ham United,3.35
West Ham United,Tottenham Hotspur,2025-09-13T16:30:00Z,eu,Everygame,Draw,3.5
West Ham United,Tottenham Hotspur,2025-09-13T16:30:00Z,eu,Matchbook,Tottenham Hotspur,2.2
West Ham United,Tottenham Hotspur,2025-09-13T16:30:00Z,eu,Matchbook,West Ham United,3.5
West Ham United,Tottenham Hotspur,2025-09-13T16:30:00Z,eu,Matchbook,Draw,3.75
West Ham United,Tottenham Hotspur,2025-09-13T16:30:00Z,eu,Matchbook,Tottenham Hotspur,2.22
West Ham United,Tottenham Hotspur,2025-09-13T16:30:00Z,eu,Matchbook,West Ham United,3.6
West Ham United,Tottenham Hotspur,2025-09-13T16:30:00Z,eu,Matchbook,Draw,3.8
West Ham United,Tottenham Hotspur,2025-09-13T16:30:00Z,eu,GTbets,Tottenham Hotspur,2.12
West Ham United,Tottenham Hotspur,2025-09-13T16:30:00Z,eu,GTbets,West Ham United,3.34
West Ham United,Tottenham Hotspur,2025-09-13T16:30:00Z,eu,GTbets,Draw,3.59
Brentford,Chelsea,2025-09-13T19:00:00Z,eu,1xBet,Brentford,4.76
Brentford,Chelsea,2025-09-13T19:00:00Z,eu,1xBet,Chelsea,1.77
Brentford,Chelsea,2025-09-13T19:00:00Z,eu,1xBet,Draw,3.97
Brentford,Chelsea,2025-09-13T19:00:00Z,eu,Marathon Bet,Brentford,4.7
Brentford,Chelsea,2025-09-13T19:00:00Z,eu,Marathon Bet,Chelsea,1.75
Brentford,Chelsea,2025-09-13T19:00:00Z,eu,Marathon Bet,Draw,3.92
Brentford,Chelsea,2025-09-13T19:00:00Z,eu,888sport,Brentford,4.5
Brentford,Chelsea,2025-09-13T19:00:00Z,eu,888sport,Chelsea,1.75
Brentford,Chelsea,2025-09-13T19:00:00Z,eu,888sport,Draw,3.75
Brentford,Chelsea,2025-09-13T19:00:00Z,eu,William Hill,Brentford,4.5
Brentford,Chelsea,2025-09-13T19:00:00Z,eu,William Hill,Chelsea,1.75
Brentford,Chelsea,2025-09-13T19:00:00Z,eu,William Hill,Draw,3.75
Brentford,Chelsea,2025-09-13T19:00:00Z,eu,Betsson,Brentford,4.6
Brentford,Chelsea,2025-09-13T19:00:00Z,eu,Betsson,Chelsea,1.75
Brentford,Chelsea,2025-09-13T19:00:00Z,eu,Betsson,Draw,3.95
Brentford,Chelsea,2025-09-13T19:00:00Z,eu,Nordic Bet,Brentford,4.6
Brentford,Chelsea,2025-09-13T19:00:00Z,eu,Nordic Bet,Chelsea,1.75
Brentford,Chelsea,2025-09-13T19:00:00Z,eu,Nordic Bet,Draw,3.95
Brentford,Chelsea,2025-09-13T19:00:00Z,eu,Parions Sport (FR),Brentford,4.5
Brentford,Chelsea,2025-09-13T19:00:00Z,eu,Parions Sport (FR),Chelsea,1.66
Brentford,Chelsea,2025-09-13T19:00:00Z,eu,Parions Sport (FR),Draw,3.9
Brentford,Chelsea,2025-09-13T19:00:00Z,eu,Winamax (FR),Brentford,4.4
Brentford,Chelsea,2025-09-13T19:00:00Z,eu,Winamax (FR),Chelsea,1.7
Brentford,Chelsea,2025-09-13T19:00:00Z,eu,Winamax (FR),Draw,3.85
Brentford,Chelsea,2025-09-13T19:00:00Z,eu,Winamax (DE),Brentford,4.5
Brentford,Chelsea,2025-09-13T19:00:00Z,eu,Winamax (DE),Chelsea,1.72
Brentford,Chelsea,2025-09-13T19:00:00Z,eu,Winamax (DE),Draw,3.9
Brentford,Chelsea,2025-09-13T19:00:00Z,eu,MyBookie.ag,Brentford,4.4
Brentford,Chelsea,2025-09-13T19:00:00Z,eu,MyBookie.ag,Chelsea,1.74
Brentford,Chelsea,2025-09-13T19:00:00Z,eu,MyBookie.ag,Draw,3.8
Brentford,Chelsea,2025-09-13T19:00:00Z,eu,Tipico,Brentford,4.6
Brentford,Chelsea,2025-09-13T19:00:00Z,eu,Tipico,Chelsea,1.72
Brentford,Chelsea,2025-09-13T19:00:00Z,eu,Tipico,Draw,3.8
Brentford,Chelsea,2025-09-13T19:00:00Z,eu,Pinnacle,Brentford,4.64
Brentford,Chelsea,2025-09-13T19:00:00Z,eu,Pinnacle,Chelsea,1.76
Brentford,Chelsea,2025-09-13T19:00:00Z,eu,Pinnacle,Draw,3.95
Brentford,Chelsea,2025-09-13T19:00:00Z,eu,Betfair,Brentford,4.9
Brentford,Chelsea,2025-09-13T19:00:00Z,eu,Betfair,Chelsea,1.8
Brentford,Chelsea,2025-09-13T19:00:00Z,eu,Betfair,Draw,4.0
Brentford,Chelsea,2025-09-13T19:00:00Z,eu,Betfair,Brentford,5.0
Brentford,Chelsea,2025-09-13T19:00:00Z,eu,Betfair,Chelsea,1.82
Brentford,Chelsea,2025-09-13T19:00:00Z,eu,Betfair,Draw,4.1
Brentford,Chelsea,2025-09-13T19:00:00Z,eu,Unibet (NL),Brentford,4.75
Brentford,Chelsea,2025-09-13T19:00:00Z,eu,Unibet (NL),Chelsea,1.76
Brentford,Chelsea,2025-09-13T19:00:00Z,eu,Unibet (NL),Draw,4.1
Brentford,Chelsea,2025-09-13T19:00:00Z,eu,Unibet (IT),Brentford,4.6
Brentford,Chelsea,2025-09-13T19:00:00Z,eu,Unibet (IT),Chelsea,1.72
Brentford,Chelsea,2025-09-13T19:00:00Z,eu,Unibet (IT),Draw,4.0
Brentford,Chelsea,2025-09-13T19:00:00Z,eu,Unibet (FR),Brentford,4.4
Brentford,Chelsea,2025-09-13T19:00:00Z,eu,Unibet (FR),Chelsea,1.72
Brentford,Chelsea,2025-09-13T19:00:00Z,eu,Unibet (FR),Draw,3.82
Brentford,Chelsea,2025-09-13T19:00:00Z,eu,Coolbet,Brentford,4.85
Brentford,Chelsea,2025-09-13T19:00:00Z,eu,Coolbet,Chelsea,1.77
Brentford,Chelsea,2025-09-13T19:00:00Z,eu,Coolbet,Draw,4.0
Brentford,Chelsea,2025-09-13T19:00:00Z,eu,BetOnline.ag,Brentford,4.62
Brentford,Chelsea,2025-09-13T19:00:00Z,eu,BetOnline.ag,Chelsea,1.77
Brentford,Chelsea,2025-09-13T19:00:00Z,eu,BetOnline.ag,Draw,3.93
Brentford,Chelsea,2025-09-13T19:00:00Z,eu,Everygame,Brentford,4.4
Brentford,Chelsea,2025-09-13T19:00:00Z,eu,Everygame,Chelsea,1.73
Brentford,Chelsea,2025-09-13T19:00:00Z,eu,Everygame,Draw,3.75
Brentford,Chelsea,2025-09-13T19:00:00Z,eu,Matchbook,Brentford,4.9
Brentford,Chelsea,2025-09-13T19:00:00Z,eu,Matchbook,Chelsea,1.8
Brentford,Chelsea,2025-09-13T19:00:00Z,eu,Matchbook,Draw,4.0
Brentford,Chelsea,2025-09-13T19:00:00Z,eu,Matchbook,Brentford,5.1
Brentford,Chelsea,2025-09-13T19:00:00Z,eu,Matchbook,Chelsea,1.82
Brentford,Chelsea,2025-09-13T19:00:00Z,eu,Matchbook,Draw,4.1
Brentford,Chelsea,2025-09-13T19:00:00Z,eu,GTbets,Brentford,4.56
Brentford,Chelsea,2025-09-13T19:00:00Z,eu,GTbets,Chelsea,1.78
Brentford,Chelsea,2025-09-13T19:00:00Z,eu,GTbets,Draw,3.85
Burnley,Liverpool,2025-09-14T13:00:00Z,eu,Parions Sport (FR),Burnley,8.5
Burnley,Liverpool,2025-09-14T13:00:00Z,eu,Parions Sport (FR),Liverpool,1.27
Burnley,Liverpool,2025-09-14T13:00:00Z,eu,Parions Sport (FR),Draw,5.4
Burnley,Liverpool,2025-09-14T13:00:00Z,eu,1xBet,Burnley,9.8
Burnley,Liverpool,2025-09-14T13:00:00Z,eu,1xBet,Liverpool,1.34
Burnley,Liverpool,2025-09-14T13:00:00Z,eu,1xBet,Draw,5.63
Burnley,Liverpool,2025-09-14T13:00:00Z,eu,Marathon Bet,Burnley,9.7
Burnley,Liverpool,2025-09-14T13:00:00Z,eu,Marathon Bet,Liverpool,1.32
Burnley,Liverpool,2025-09-14T13:00:00Z,eu,Marathon Bet,Draw,5.55
Burnley,Liverpool,2025-09-14T13:00:00Z,eu,MyBookie.ag,Burnley,9.0
Burnley,Liverpool,2025-09-14T13:00:00Z,eu,MyBookie.ag,Liverpool,1.29
Burnley,Liverpool,2025-09-14T13:00:00Z,eu,MyBookie.ag,Draw,5.2
Burnley,Liverpool,2025-09-14T13:00:00Z,eu,Winamax (FR),Burnley,9.0
Burnley,Liverpool,2025-09-14T13:00:00Z,eu,Winamax (FR),Liverpool,1.28
Burnley,Liverpool,2025-09-14T13:00:00Z,eu,Winamax (FR),Draw,5.5
Burnley,Liverpool,2025-09-14T13:00:00Z,eu,Winamax (DE),Burnley,9.0
Burnley,Liverpool,2025-09-14T13:00:00Z,eu,Winamax (DE),Liverpool,1.29
Burnley,Liverpool,2025-09-14T13:00:00Z,eu,Winamax (DE),Draw,5.6
Burnley,Liverpool,2025-09-14T13:00:00Z,eu,888sport,Burnley,9.0
Burnley,Liverpool,2025-09-14T13:00:00Z,eu,888sport,Liverpool,1.3
Burnley,Liverpool,2025-09-14T13:00:00Z,eu,888sport,Draw,5.0
Burnley,Liverpool,2025-09-14T13:00:00Z,eu,William Hill,Burnley,9.0
Burnley,Liverpool,2025-09-14T13:00:00Z,eu,William Hill,Liverpool,1.3
Burnley,Liverpool,2025-09-14T13:00:00Z,eu,William Hill,Draw,5.0
Burnley,Liverpool,2025-09-14T13:00:00Z,eu,Tipico,Burnley,9.5
Burnley,Liverpool,2025-09-14T13:00:00Z,eu,Tipico,Liverpool,1.3
Burnley,Liverpool,2025-09-14T13:00:00Z,eu,Tipico,Draw,5.7
Burnley,Liverpool,2025-09-14T13:00:00Z,eu,Betsson,Burnley,9.8
Burnley,Liverpool,2025-09-14T13:00:00Z,eu,Betsson,Liverpool,1.31
Burnley,Liverpool,2025-09-14T13:00:00Z,eu,Betsson,Draw,5.7
Burnley,Liverpool,2025-09-14T13:00:00Z,eu,Nordic Bet,Burnley,9.8
Burnley,Liverpool,2025-09-14T13:00:00Z,eu,Nordic Bet,Liverpool,1.31
Burnley,Liverpool,2025-09-14T13:00:00Z,eu,Nordic Bet,Draw,5.7
Burnley,Liverpool,2025-09-14T13:00:00Z,eu,Pinnacle,Burnley,9.52
Burnley,Liverpool,2025-09-14T13:00:00Z,eu,Pinnacle,Liverpool,1.32
Burnley,Liverpool,2025-09-14T13:00:00Z,eu,Pinnacle,Draw,5.77
Burnley,Liverpool,2025-09-14T13:00:00Z,eu,Betfair,Burnley,10.0
Burnley,Liverpool,2025-09-14T13:00:00Z,eu,Betfair,Liverpool,1.36
Burnley,Liverpool,2025-09-14T13:00:00Z,eu,Betfair,Draw,5.9
Burnley,Liverpool,2025-09-14T13:00:00Z,eu,Betfair,Burnley,10.5
Burnley,Liverpool,2025-09-14T13:00:00Z,eu,Betfair,Liverpool,1.37
Burnley,Liverpool,2025-09-14T13:00:00Z,eu,Betfair,Draw,6.0
Burnley,Liverpool,2025-09-14T13:00:00Z,eu,Unibet (NL),Burnley,10.0
Burnley,Liverpool,2025-09-14T13:00:00Z,eu,Unibet (NL),Liverpool,1.36
Burnley,Liverpool,2025-09-14T13:00:00Z,eu,Unibet (NL),Draw,5.4
Burnley,Liverpool,2025-09-14T13:00:00Z,eu,Unibet (IT),Burnley,9.5
Burnley,Liverpool,2025-09-14T13:00:00Z,eu,Unibet (IT),Liverpool,1.32
Burnley,Liverpool,2025-09-14T13:00:00Z,eu,Unibet (IT),Draw,5.2
Burnley,Liverpool,2025-09-14T13:00:00Z,eu,Unibet (FR),Burnley,8.75
Burnley,Liverpool,2025-09-14T13:00:00Z,eu,Unibet (FR),Liverpool,1.29
Burnley,Liverpool,2025-09-14T13:00:00Z,eu,Unibet (FR),Draw,5.55
Burnley,Liverpool,2025-09-14T13:00:00Z,eu,Coolbet,Burnley,9.5
Burnley,Liverpool,2025-09-14T13:00:00Z,eu,Coolbet,Liverpool,1.35
Burnley,Liverpool,2025-09-14T13:00:00Z,eu,Coolbet,Draw,5.75
Burnley,Liverpool,2025-09-14T13:00:00Z,eu,BetOnline.ag,Burnley,9.57
Burnley,Liverpool,2025-09-14T13:00:00Z,eu,BetOnline.ag,Liverpool,1.32
Burnley,Liverpool,2025-09-14T13:00:00Z,eu,BetOnline.ag,Draw,5.82
Burnley,Liverpool,2025-09-14T13:00:00Z,eu,Everygame,Burnley,9.0
Burnley,Liverpool,2025-09-14T13:00:00Z,eu,Everygame,Liverpool,1.3
Burnley,Liverpool,2025-09-14T13:00:00Z,eu,Everygame,Draw,5.25
Burnley,Liverpool,2025-09-14T13:00:00Z,eu,GTbets,Burnley,9.08
Burnley,Liverpool,2025-09-14T13:00:00Z,eu,GTbets,Liverpool,1.31
Burnley,Liverpool,2025-09-14T13:00:00Z,eu,GTbets,Draw,5.67
Manchester City,Manchester United,2025-09-14T15:30:00Z,eu,1xBet,Manchester City,1.72
Manchester City,Manchester United,2025-09-14T15:30:00Z,eu,1xBet,Manchester United,4.82
Manchester City,Manchester United,2025-09-14T15:30:00Z,eu,1xBet,Draw,4.21
Manchester City,Manchester United,2025-09-14T15:30:00Z,eu,888sport,Manchester City,1.67
Manchester City,Manchester United,2025-09-14T15:30:00Z,eu,888sport,Manchester United,4.5
Manchester City,Manchester United,2025-09-14T15:30:00Z,eu,888sport,Draw,4.0
Manchester City,Manchester United,2025-09-14T15:30:00Z,eu,William Hill,Manchester City,1.67
Manchester City,Manchester United,2025-09-14T15:30:00Z,eu,William Hill,Manchester United,4.5
Manchester City,Manchester United,2025-09-14T15:30:00Z,eu,William Hill,Draw,4.0
Manchester City,Manchester United,2025-09-14T15:30:00Z,eu,Betsson,Manchester City,1.7
Manchester City,Manchester United,2025-09-14T15:30:00Z,eu,Betsson,Manchester United,4.6
Manchester City,Manchester United,2025-09-14T15:30:00Z,eu,Betsson,Draw,4.25
Manchester City,Manchester United,2025-09-14T15:30:00Z,eu,Nordic Bet,Manchester City,1.7
Manchester City,Manchester United,2025-09-14T15:30:00Z,eu,Nordic Bet,Manchester United,4.6
Manchester City,Manchester United,2025-09-14T15:30:00Z,eu,Nordic Bet,Draw,4.25
Manchester City,Manchester United,2025-09-14T15:30:00Z,eu,Marathon Bet,Manchester City,1.7
Manchester City,Manchester United,2025-09-14T15:30:00Z,eu,Marathon Bet,Manchester United,4.75
Manchester City,Manchester United,2025-09-14T15:30:00Z,eu,Marathon Bet,Draw,4.15
Manchester City,Manchester United,2025-09-14T15:30:00Z,eu,Pinnacle,Manchester City,1.7
Manchester City,Manchester United,2025-09-14T15:30:00Z,eu,Pinnacle,Manchester United,4.78
Manchester City,Manchester United,2025-09-14T15:30:00Z,eu,Pinnacle,Draw,4.19
Manchester City,Manchester United,2025-09-14T15:30:00Z,eu,Parions Sport (FR),Manchester City,1.62
Manchester City,Manchester United,2025-09-14T15:30:00Z,eu,Parions Sport (FR),Manchester United,4.45
Manchester City,Manchester United,2025-09-14T15:30:00Z,eu,Parions Sport (FR),Draw,4.05
Manchester City,Manchester United,2025-09-14T15:30:00Z,eu,MyBookie.ag,Manchester City,1.67
Manchester City,Manchester United,2025-09-14T15:30:00Z,eu,MyBookie.ag,Manchester United,4.5
Manchester City,Manchester United,2025-09-14T15:30:00Z,eu,MyBookie.ag,Draw,3.85
Manchester City,Manchester United,2025-09-14T15:30:00Z,eu,Winamax (FR),Manchester City,1.64
Manchester City,Manchester United,2025-09-14T15:30:00Z,eu,Winamax (FR),Manchester United,4.5
Manchester City,Manchester United,2025-09-14T15:30:00Z,eu,Winamax (FR),Draw,4.1
Manchester City,Manchester United,2025-09-14T15:30:00Z,eu,Winamax (DE),Manchester City,1.66
Manchester City,Manchester United,2025-09-14T15:30:00Z,eu,Winamax (DE),Manchester United,4.6
Manchester City,Manchester United,2025-09-14T15:30:00Z,eu,Winamax (DE),Draw,4.1
Manchester City,Manchester United,2025-09-14T15:30:00Z,eu,Tipico,Manchester City,1.67
Manchester City,Manchester United,2025-09-14T15:30:00Z,eu,Tipico,Manchester United,4.7
Manchester City,Manchester United,2025-09-14T15:30:00Z,eu,Tipico,Draw,4.2
Manchester City,Manchester United,2025-09-14T15:30:00Z,eu,Unibet (NL),Manchester City,1.73
Manchester City,Manchester United,2025-09-14T15:30:00Z,eu,Unibet (NL),Manchester United,4.9
Manchester City,Manchester United,2025-09-14T15:30:00Z,eu,Unibet (NL),Draw,4.2
Manchester City,Manchester United,2025-09-14T15:30:00Z,eu,Unibet (IT),Manchester City,1.68
Manchester City,Manchester United,2025-09-14T15:30:00Z,eu,Unibet (IT),Manchester United,4.7
Manchester City,Manchester United,2025-09-14T15:30:00Z,eu,Unibet (IT),Draw,4.0
Manchester City,Manchester United,2025-09-14T15:30:00Z,eu,Betfair,Manchester City,1.77
Manchester City,Manchester United,2025-09-14T15:30:00Z,eu,Betfair,Manchester United,4.8
Manchester City,Manchester United,2025-09-14T15:30:00Z,eu,Betfair,Draw,4.3
Manchester City,Manchester United,2025-09-14T15:30:00Z,eu,Betfair,Manchester City,1.79
Manchester City,Manchester United,2025-09-14T15:30:00Z,eu,Betfair,Manchester United,4.9
Manchester City,Manchester United,2025-09-14T15:30:00Z,eu,Betfair,Draw,4.4
Manchester City,Manchester United,2025-09-14T15:30:00Z,eu,Unibet (FR),Manchester City,1.66
Manchester City,Manchester United,2025-09-14T15:30:00Z,eu,Unibet (FR),Manchester United,4.5
Manchester City,Manchester United,2025-09-14T15:30:00Z,eu,Unibet (FR),Draw,4.1
Manchester City,Manchester United,2025-09-14T15:30:00Z,eu,Coolbet,Manchester City,1.74
Manchester City,Manchester United,2025-09-14T15:30:00Z,eu,Coolbet,Manchester United,4.75
Manchester City,Manchester United,2025-09-14T15:30:00Z,eu,Coolbet,Draw,4.25
Manchester City,Manchester United,2025-09-14T15:30:00Z,eu,BetOnline.ag,Manchester City,1.7
Manchester City,Manchester United,2025-09-14T15:30:00Z,eu,BetOnline.ag,Manchester United,4.8
Manchester City,Manchester United,2025-09-14T15:30:00Z,eu,BetOnline.ag,Draw,4.18
Manchester City,Manchester United,2025-09-14T15:30:00Z,eu,Everygame,Manchester City,1.65
Manchester City,Manchester United,2025-09-14T15:30:00Z,eu,Everygame,Manchester United,4.6
Manchester City,Manchester United,2025-09-14T15:30:00Z,eu,Everygame,Draw,4.0
Manchester City,Manchester United,2025-09-14T15:30:00Z,eu,GTbets,Manchester City,1.68
Manchester City,Manchester United,2025-09-14T15:30:00Z,eu,GTbets,Manchester United,4.72
Manchester City,Manchester United,2025-09-14T15:30:00Z,eu,GTbets,Draw,4.12
Liverpool,Everton,2025-09-20T11:30:00Z,eu,Marathon Bet,Everton,7.4
Liverpool,Everton,2025-09-20T11:30:00Z,eu,Marathon Bet,Liverpool,1.42
Liverpool,Everton,2025-09-20T11:30:00Z,eu,Marathon Bet,Draw,5.0
Liverpool,Everton,2025-09-20T11:30:00Z,eu,Unibet (FR),Everton,6.5
Liverpool,Everton,2025-09-20T11:30:00Z,eu,Unibet (FR),Liverpool,1.36
Liverpool,Everton,2025-09-20T11:30:00Z,eu,Unibet (FR),Draw,4.7
Liverpool,Everton,2025-09-20T11:30:00Z,eu,Parions Sport (FR),Everton,5.9
Liverpool,Everton,2025-09-20T11:30:00Z,eu,Parions Sport (FR),Liverpool,1.35
Liverpool,Everton,2025-09-20T11:30:00Z,eu,Parions Sport (FR),Draw,4.3
Liverpool,Everton,2025-09-20T11:30:00Z,eu,Tipico,Everton,6.8
Liverpool,Everton,2025-09-20T11:30:00Z,eu,Tipico,Liverpool,1.4
Liverpool,Everton,2025-09-20T11:30:00Z,eu,Tipico,Draw,5.0
Liverpool,Everton,2025-09-20T11:30:00Z,eu,1xBet,Everton,7.49
Liverpool,Everton,2025-09-20T11:30:00Z,eu,1xBet,Liverpool,1.44
Liverpool,Everton,2025-09-20T11:30:00Z,eu,1xBet,Draw,5.06
Liverpool,Everton,2025-09-20T11:30:00Z,eu,MyBookie.ag,Everton,6.6
Liverpool,Everton,2025-09-20T11:30:00Z,eu,MyBookie.ag,Liverpool,1.39
Liverpool,Everton,2025-09-20T11:30:00Z,eu,MyBookie.ag,Draw,4.7
Liverpool,Everton,2025-09-20T11:30:00Z,eu,888sport,Everton,7.0
Liverpool,Everton,2025-09-20T11:30:00Z,eu,888sport,Liverpool,1.4
Liverpool,Everton,2025-09-20T11:30:00Z,eu,888sport,Draw,4.6
Liverpool,Everton,2025-09-20T11:30:00Z,eu,William Hill,Everton,7.0
Liverpool,Everton,2025-09-20T11:30:00Z,eu,William Hill,Liverpool,1.4
Liverpool,Everton,2025-09-20T11:30:00Z,eu,William Hill,Draw,4.6
Liverpool,Everton,2025-09-20T11:30:00Z,eu,Pinnacle,Everton,7.36
Liverpool,Everton,2025-09-20T11:30:00Z,eu,Pinnacle,Liverpool,1.4
Liverpool,Everton,2025-09-20T11:30:00Z,eu,Pinnacle,Draw,4.8
Liverpool,Everton,2025-09-20T11:30:00Z,eu,Betsson,Everton,7.6
Liverpool,Everton,2025-09-20T11:30:00Z,eu,Betsson,Liverpool,1.41
Liverpool,Everton,2025-09-20T11:30:00Z,eu,Betsson,Draw,5.0
Liverpool,Everton,2025-09-20T11:30:00Z,eu,Nordic Bet,Everton,7.6
Liverpool,Everton,2025-09-20T11:30:00Z,eu,Nordic Bet,Liverpool,1.41
Liverpool,Everton,2025-09-20T11:30:00Z,eu,Nordic Bet,Draw,5.0
Liverpool,Everton,2025-09-20T11:30:00Z,eu,Unibet (IT),Everton,7.0
Liverpool,Everton,2025-09-20T11:30:00Z,eu,Unibet (IT),Liverpool,1.43
Liverpool,Everton,2025-09-20T11:30:00Z,eu,Unibet (IT),Draw,4.8
Liverpool,Everton,2025-09-20T11:30:00Z,eu,Unibet (NL),Everton,7.0
Liverpool,Everton,2025-09-20T11:30:00Z,eu,Unibet (NL),Liverpool,1.45
Liverpool,Everton,2025-09-20T11:30:00Z,eu,Unibet (NL),Draw,4.9
Liverpool,Everton,2025-09-20T11:30:00Z,eu,Betfair,Everton,8.2
Liverpool,Everton,2025-09-20T11:30:00Z,eu,Betfair,Liverpool,1.44
Liverpool,Everton,2025-09-20T11:30:00Z,eu,Betfair,Draw,4.8
Liverpool,Everton,2025-09-20T11:30:00Z,eu,Betfair,Everton,9.4
Liverpool,Everton,2025-09-20T11:30:00Z,eu,Betfair,Liverpool,1.46
Liverpool,Everton,2025-09-20T11:30:00Z,eu,Betfair,Draw,5.3
Brighton and Hove Albion,Tottenham Hotspur,2025-09-20T14:00:00Z,eu,Parions Sport (FR),Brighton and Hove Albion,1.92
Brighton and Hove Albion,Tottenham Hotspur,2025-09-20T14:00:00Z,eu,Parions Sport (FR),Tottenham Hotspur,3.05
Brighton and Hove Albion,Tottenham Hotspur,2025-09-20T14:00:00Z,eu,Parions Sport (FR),Draw,3.4
Brighton and Hove Albion,Tottenham Hotspur,2025-09-20T14:00:00Z,eu,Tipico,Brighton and Hove Albion,2.05
Brighton and Hove Albion,Tottenham Hotspur,2025-09-20T14:00:00Z,eu,Tipico,Tottenham Hotspur,3.4
Brighton and Hove Albion,Tottenham Hotspur,2025-09-20T14:00:00Z,eu,Tipico,Draw,3.6
Brighton and Hove Albion,Tottenham Hotspur,2025-09-20T14:00:00Z,eu,Winamax (DE),Brighton and Hove Albion,2.0
Brighton and Hove Albion,Tottenham Hotspur,2025-09-20T14:00:00Z,eu,Winamax (DE),Tottenham Hotspur,3.25
Brighton and Hove Albion,Tottenham Hotspur,2025-09-20T14:00:00Z,eu,Winamax (DE),Draw,3.75
Brighton and Hove Albion,Tottenham Hotspur,2025-09-20T14:00:00Z,eu,1xBet,Brighton and Hove Albion,2.14
